iata_code,type,name,scheduled_service
PKP,small_airport,Puka Puka Airport,yes
PUK,small_airport,Pukaruha Airport,no
TKP,medium_airport,Takapoto Airport,yes
AXR,medium_airport,Arutua Airport,yes
MVT,medium_airport,Mataiva Airport,yes
NUK,small_airport,Nukutavake Airport,no
ZTA,small_airport,Tureia Airport,no
AHE,medium_airport,Ahe Airport,yes
KHZ,small_airport,Kauehi Airport,yes
FAC,small_airport,Faaite Airport,no
FHZ,small_airport,Fakahina Airport,yes
RKA,small_airport,Aratika Nord Airport,no
TJN,small_airport,Takume Airport,no
NIU,small_airport,Naiu Airport,yes
RRR,small_airport,Raroia Airport,yes
TKX,medium_airport,Takaroa Airport,yes
KXU,small_airport,Katiu Airport,no
NKP,small_airport,Nukutepipi Airport,no
NHV,medium_airport,Nuku Hiva Airport,yes
AUQ,medium_airport,Hiva Oa-Atuona Airport,yes
UAP,small_airport,Ua Pou Airport,yes
UAH,small_airport,Ua Huka Airport,yes
BOB,medium_airport,Bora Bora Airport,yes
TTI,small_airport,Tetiaroa Airport,no
RGI,medium_airport,Rangiroa Airport,yes
HUH,medium_airport,Huahine-Fare Airport,yes
MOZ,medium_airport,Moorea Temae Airport,yes
HOI,medium_airport,Hao Airport,yes
MAU,medium_airport,Maupiti Airport,yes
RFP,medium_airport,Raiatea Airport,yes
TPX,small_airport,Tupai Airport,no
UOA,small_airport,Moruroa Airport,no
VHZ,small_airport,Vahitahi Airport,no
NUF,seaplane_base,Castlereagh Lake Seaplane Base,no
UCC,small_airport,Yucca Airstrip,no
MTV,small_airport,Mota Lava Airport,no
SLH,small_airport,Sola Airport,yes
TOH,small_airport,Torres Airstrip,no
EAE,small_airport,Siwo Airport,no
CCV,small_airport,Craig Cove Airport,yes
LOD,small_airport,Longana Airport,yes
SSR,small_airport,Sara Airport,yes
PBJ,small_airport,Tavie Airport,yes
LPM,small_airport,Lamap Airport,yes
LNB,small_airport,Lamen Bay Airport,yes
MWF,small_airport,Maewo-Naone Airport,no
LNE,small_airport,Lonorore Airport,yes
NUS,small_airport,Norsup Airport,yes
ZGU,medium_airport,Gaua Island Airport,no
RCL,small_airport,Redcliffe Airport,no
SON,medium_airport,Santo Pekoa International Airport,yes
TGH,small_airport,Tongoa Airport,yes
ULB,small_airport,Uléi Airport,no
VLS,small_airport,Valesdir Airport,yes
WLH,small_airport,Walaha Airport,yes
SWJ,small_airport,Southwest Bay Airport,no
OLJ,small_airport,North West Santo Airport,yes
AUY,small_airport,Aneityum Airport,no
AWD,small_airport,Aniwa Airport,no
DLY,small_airport,Dillon's Bay Airport,no
FTA,small_airport,Futuna Airport,yes
IPA,small_airport,Ipota Airport,no
VLI,large_airport,Bauerfield International Airport,yes
TAH,medium_airport,Whitegrass Airport,yes
NWT,small_airport,Nowata Airport,no
TGJ,medium_airport,Tiga Airport,yes
BMY,small_airport,Île Art - Waala Airport,yes
KNQ,medium_airport,Koné Airport,yes
ILP,medium_airport,Île des Pins Airport,yes
KOC,small_airport,Koumac Airport,yes
LIF,medium_airport,Lifou Airport,yes
GEA,medium_airport,Nouméa Magenta Airport,yes
PUV,small_airport,Poum / Malabou Airport,no
PDC,small_airport,Mueo Airport,no
MEE,medium_airport,Maré Airport,yes
TOU,medium_airport,Touho Airport,yes
UVE,medium_airport,Ouvéa Airport,yes
NOU,medium_airport,La Tontouta International Airport,yes
FGL,small_airport,Fox Glacier Aerodrome,no
AKL,large_airport,Auckland International Airport,yes
TUO,medium_airport,Taupo Airport,yes
AMZ,medium_airport,Ardmore Airport,no
ASG,small_airport,Ashburton Airport,no
CHC,large_airport,Christchurch International Airport,yes
CHT,medium_airport,Chatham Islands / Tuuta Airport,yes
CMV,small_airport,Coromandel Airport,no
DGR,small_airport,Dargaville Aerodrome,no
DUD,medium_airport,Dunedin International Airport,yes
WHO,small_airport,Franz Josef Aerodrome,no
GBZ,small_airport,Great Barrier Aerodrome,no
GMN,small_airport,Greymouth Airport,no
GIS,medium_airport,Gisborne Airport,yes
GTN,medium_airport,Glentanner Airport,no
HKK,medium_airport,Hokitika Airfield,yes
HLZ,medium_airport,Hamilton International Airport,yes
WIK,small_airport,Waiheke Island Aerodrome,no
KBZ,small_airport,Kaikoura Airport,no
KKE,medium_airport,Kerikeri Airport,yes
KKO,small_airport,Kaikohe Airport,no
KAT,medium_airport,Kaitaia Airport,yes
ALR,medium_airport,Alexandra Aerodrome,no
MTA,small_airport,Matamata Glider Airport,no
MHB,heliport,Mechanics Bay Heliport,no
MON,medium_airport,Mount Cook Airport,no
MFN,small_airport,Milford Sound Airport,no
MZP,small_airport,Motueka Airport,no
TEU,medium_airport,Manapouri Airport,no
MRO,medium_airport,Hood Airport,no
NPL,medium_airport,New Plymouth Airport,yes
NPE,medium_airport,Hawke's Bay Airport,yes
NSN,medium_airport,Nelson Airport,yes
IVC,medium_airport,Invercargill Airport,yes
OHA,medium_airport,RNZAF Base Ohakea,no
OAM,medium_airport,Oamaru Airport,no
PMR,medium_airport,Palmerston North Airport,yes
PCN,small_airport,Picton Aerodrome,yes
PPQ,medium_airport,Paraparaumu Airport,no
ZQN,medium_airport,Queenstown International Airport,yes
RAG,small_airport,Raglan Aerodrome,no
SZS,small_airport,Ryan's Creek Aerodrome,no
ROT,medium_airport,Rotorua Regional Airport,yes
TRG,medium_airport,Tauranga Airport,yes
TMZ,small_airport,Thames Aerodrome,no
KTF,small_airport,Takaka Airport,no
TKZ,small_airport,Tokoroa Airfield,no
THH,small_airport,Taharoa Aerodrome,no
TIU,medium_airport,Timaru Airport,yes
TWZ,medium_airport,Pukaki Airport,no
BHE,medium_airport,Woodbourne Airport,yes
WKA,medium_airport,Wanaka Airport,yes
WHK,medium_airport,Whakatane Airport,yes
WLG,large_airport,Wellington International Airport,yes
WIR,medium_airport,Wairoa Airport,no
WRE,medium_airport,Whangarei Airport,yes
WSZ,medium_airport,Westport Airport,yes
WTZ,small_airport,Whitianga Airport,no
WAG,medium_airport,Wanganui Airport,yes
NLN,small_airport,Kneeland Airport,no
BZF,small_airport,Benton Field,no
BIN,small_airport,Bamyan Airport,no
BST,small_airport,Bost Airport,no
CCN,small_airport,Chaghcharan Airport,no
SBF,small_airport,Sardeh Band Airport,no
DWR,small_airport,Dwyer Airport,no
DAZ,small_airport,Darwaz Airport,no
FAH,small_airport,Farah Airport,no
FBD,small_airport,Fayzabad Airport,yes
GZI,small_airport,Ghazni Airport,no
GRG,small_airport,Gardez Airport,no
KWH,small_airport,Khwahan Airport,no
HEA,medium_airport,Herat - Khwaja Abdullah Ansari International Airport,yes
OAI,medium_airport,Bagram Airfield,no
JAA,medium_airport,Jalalabad Airport,no
KBL,medium_airport,Kabul International Airport,yes
KDH,medium_airport,Ahmad Shah Baba International Airport / Kandahar Airfield,yes
KHT,medium_airport,Khost International Airport,no
MMZ,medium_airport,Maymana Zahiraddin Faryabi Airport,yes
MZR,medium_airport,Mazar-i-Sharif International Airport,yes
URN,small_airport,Urgun Airport,no
LQN,small_airport,Qala-i-Naw Airport,no
URZ,small_airport,Orūzgān Airport,no
KUR,small_airport,Razer Airport,no
OAS,small_airport,Sharana Airstrip,no
OAH,small_airport,Shindand Air Base,no
OAA,small_airport,Shank Air Base,no
OLR,small_airport,Salerno Airport,no
SGA,small_airport,Sheghnan Airport,no
TII,small_airport,Tarinkot Airport,no
TQN,small_airport,Taleqan Airport,no
UND,medium_airport,Kunduz Airport,no
OAZ,small_airport,Camp Shorabak Airfield,no
ZAJ,small_airport,Zaranj Airport,no
BAH,large_airport,Bahrain International Airport,yes
OCS,small_airport,Corisco International Airport,no
AHB,large_airport,Abha International Airport,yes
HOF,medium_airport,Al-Ahsa International Airport,yes
ULH,medium_airport,Majeed Bin Abdulaziz Airport,yes
ABT,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,yes
BHH,medium_airport,Bisha Airport,yes
DMM,large_airport,King Fahd International Airport,yes
DWD,medium_airport,King Salman Abdulaziz Airport,yes
DHA,large_airport,King Abdulaziz Air Base,no
GIZ,medium_airport,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,yes
ELQ,medium_airport,Gassim Airport,yes
URY,medium_airport,Gurayat Domestic Airport,yes
HAS,medium_airport,Ha'il Airport,yes
JED,large_airport,King Abdulaziz International Airport,yes
KMC,medium_airport,King Khaled Military City Airport,yes
KMX,medium_airport,King Khalid Air Base,no
MED,large_airport,Prince Mohammad Bin Abdulaziz Airport,yes
EAM,medium_airport,Najran Domestic Airport,yes
NUM,medium_airport,Neom Bay Airport,yes
AQI,medium_airport,Al Qaisumah/Hafr Al Batin Airport,yes
AKH,medium_airport,Prince Sultan Air Base,no
RAH,medium_airport,Rafha Domestic Airport,yes
RUH,large_airport,King Khaled International Airport,yes
RAE,medium_airport,Arar Domestic Airport,yes
SHW,medium_airport,Sharurah Domestic Airport,yes
AJF,medium_airport,Al-Jawf Domestic Airport,yes
SLF,small_airport,As-Sulayyil Airport,no
TUU,medium_airport,Tabuk Airport,yes
TIF,medium_airport,Ta’if Regional Airport,yes
TUI,medium_airport,Turaif Domestic Airport,yes
WAE,medium_airport,Wadi Al Dawasir Domestic Airport,yes
EJH,medium_airport,Al Wajh Domestic Airport,yes
YNB,medium_airport,Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,yes
ZUL,small_airport,Zilfi Airport,no
OGM,small_airport,Ogobsucum Airport,no
IAQ,small_airport,Bahregan Airport,no
ABD,medium_airport,Abadan Airport,yes
DEF,medium_airport,Dezful Airport,yes
AKW,medium_airport,Aghajari Airport,no
GCH,medium_airport,Gachsaran Airport,yes
QMJ,medium_airport,Shahid Asiyaee Airport,no
OMI,small_airport,Omidiyeh Airport,no
MRX,medium_airport,Mahshahr Airport,yes
AWZ,medium_airport,Lieutenant General Qasem Soleimani International Airport,yes
AEU,medium_airport,Abu Musa Island Airport,yes
BUZ,medium_airport,Bushehr Airport,yes
KNR,medium_airport,Jam Airport,no
KIH,medium_airport,Kish International Airport,yes
BDH,medium_airport,Bandar Lengeh International Airport,yes
PGU,medium_airport,Persian Gulf International Airport,yes
KHK,medium_airport,Khark Airport,yes
SXI,medium_airport,Siri Airport,no
LVP,medium_airport,Lavan Airport,no
KSH,medium_airport,Shahid Ashrafi Esfahani Airport,yes
IIL,medium_airport,Ilam Airport,no
KHD,medium_airport,Khoram Abad Airport,yes
SDG,medium_airport,Sanandaj Airport,yes
IFH,small_airport,Hesa Airport,no
KKS,medium_airport,Kashan Airport,yes
IFN,medium_airport,Isfahan Shahid Beheshti International Airport,yes
CQD,medium_airport,Shahrekord Airport,no
RAS,medium_airport,Sardar-e-Jangal Airport,yes
HDM,medium_airport,Hamadan Airport,yes
AJK,small_airport,Arak Airport,no
NUJ,medium_airport,Nojeh Air Base,no
IKA,large_airport,Imam Khomeini International Airport,yes
THR,large_airport,Mehrabad International Airport,yes
GZW,medium_airport,Qazvin Airport,no
PYK,medium_airport,Payam Karaj International Airport,yes
SNX,small_airport,Semnan Municipal Airport,yes
BND,medium_airport,Bandar Abbas International Airport,yes
JYR,medium_airport,Jiroft Airport,no
KER,medium_airport,Ayatollah Hashemi Rafsanjani International Airport,yes
BXR,medium_airport,Bam Airport,yes
HDR,small_airport,Havadarya Airport,no
GSM,small_airport,Qeshm Dayrestan International Airport,yes
RJN,medium_airport,Rafsanjan Airport,yes
SYJ,medium_airport,Sirjan Airport,no
XBJ,medium_airport,Birjand International Airport,yes
CKT,medium_airport,Sarakhs Airport,no
RUD,small_airport,Shahrud International Airport,no
MHD,large_airport,Mashhad International Airport,yes
BJB,medium_airport,Bojnord Airport,yes
AFZ,medium_airport,Sabzevar National Airport,yes
TCX,medium_airport,Tabas Airport,no
KLM,small_airport,Kalaleh Airport,no
GBT,medium_airport,Gorgan Airport,no
BSM,small_airport,Bishe Kola Air Base,no
NSH,medium_airport,Nowshahr Airport,yes
RZR,medium_airport,Ramsar Airport,yes
SRY,medium_airport,Sari Dasht-e Naz International Airport,yes
FAZ,medium_airport,Fasa Airport,no
JAR,small_airport,Jahrom Airport,no
LRR,medium_airport,Lar Airport,yes
LFM,medium_airport,Lamerd Airport,yes
SYZ,large_airport,Shiraz Shahid Dastghaib International Airport,yes
YES,medium_airport,Yasuj Airport,no
KHA,small_airport,Khaneh Airport,no
KHY,small_airport,Khoy Airport,no
ADU,medium_airport,Ardabil Airport,yes
ACP,small_airport,Sahand Airport,no
PFQ,small_airport,Parsabad-Moghan Airport,yes
OMH,medium_airport,Urmia Airport,yes
TBZ,medium_airport,Tabriz International Airport,yes
IMQ,medium_airport,Maku National Airport,no
JWN,medium_airport,Zanjan Airport,no
AZD,medium_airport,Shahid Sadooghi Airport,yes
ACZ,medium_airport,Zabol Airport,no
ZBR,medium_airport,Chabahar Konarak International Airport,yes
ZAH,medium_airport,Zahedan International Airport,yes
IHR,medium_airport,Iranshahr Airport,no
JSK,small_airport,Jask Airport,yes
AMM,large_airport,Queen Alia International Airport,yes
ADJ,medium_airport,Amman Civil (Marka International) Airport,yes
AQJ,medium_airport,Aqaba King Hussein International Airport,yes
OMF,small_airport,King Hussein Air College,no
XIJ,medium_airport,Ahmed Al Jaber Air Base,no
KWI,large_airport,Kuwait International Airport,yes
BEY,large_airport,Beirut Rafic Hariri International Airport,yes
OLH,small_airport,Old Harbor Airport,yes
KYE,medium_airport,Rene Mouawad Air Base / Kleyate Airport,no
BYB,small_airport,Dibba Airport,no
AOM,small_airport,Adam Airport,no
DQM,large_airport,Duqm International Airport,yes
MNH,medium_airport,Mussanah Airport,no
AUH,large_airport,Zayed International Airport,yes
AZI,medium_airport,Al Bateen Executive Airport,no
AAN,medium_airport,Al Ain International Airport,yes
DHF,medium_airport,Al Dhafra Air Base,no
XSB,medium_airport,Sir Bani Yas Airport,no
DXB,large_airport,Dubai International Airport,yes
ZDY,small_airport,Delma Airport,yes
NHD,medium_airport,Al Minhad Air Base,no
DWC,large_airport,Al Maktoum International Airport,yes
FJR,medium_airport,Fujairah International Airport,yes
RKT,medium_airport,Ras Al Khaimah International Airport,yes
SHJ,large_airport,Sharjah International Airport,yes
OMY,small_airport,Preah Vinhear Airport,no
RMB,small_airport,Buraimi Airport,no
FAU,small_airport,Fahud Airport,no
RNM,small_airport,Qarn Alam Airport,no
JNJ,small_airport,Ja'Aluni Airport,no
KHS,medium_airport,Khasab Airport,yes
LKW,small_airport,Lekhwair Airport,no
MSH,medium_airport,RAFO Masirah,no
MCT,large_airport,Muscat International Airport,yes
OMM,small_airport,Marmul Airport,no
SLL,medium_airport,Salalah Airport,yes
OHS,small_airport,Sohar Airport,yes
TTH,medium_airport,Thumrait Air Base,no
KCF,small_airport,Thar Airport,no
DDU,small_airport,Dadu West Airport,no
BHW,small_airport,Bhagatanwala Airport,no
BNP,small_airport,Bannu Airport,no
WGB,small_airport,Bahawalnagar Airport,no
BHV,medium_airport,Bahawalpur Airport,yes
CJL,medium_airport,Chitral Airport,yes
CHB,small_airport,Chilas Airport,no
DBA,small_airport,Dalbandin Airport,yes
DEA,medium_airport,Dera Ghazi Khan Airport,yes
DSK,medium_airport,Dera Ismael Khan Airport [IN-ACTIVE],no
LYP,medium_airport,Faisalabad International Airport,yes
GWD,medium_airport,New Gwadar International Airport,yes
GIL,medium_airport,Gilgit Airport,yes
ISB,large_airport,Islamabad International Airport,yes
JAG,medium_airport,Shahbaz Air Base,no
KHI,large_airport,Jinnah International Airport,yes
HDD,small_airport,Hyderabad Airport,yes
KDD,small_airport,Khuzdar Airport,yes
OHT,small_airport,Kohat Airport,no
LHE,large_airport,Allama Iqbal International Airport,yes
LRG,small_airport,Loralai Airport,no
XJM,medium_airport,Mangla Airport,no
MFG,medium_airport,Muzaffarabad Airport,no
MWD,medium_airport,Mianwali Air Base,no
MJD,medium_airport,Moenjodaro Airport,no
MPD,small_airport,Sindhri Tharparkar Airport,no
ATG,medium_airport,Minhas Air Base,no
MUX,medium_airport,Multan International Airport,yes
WNS,medium_airport,Shaheed Benazirabad Airport,yes
ORW,small_airport,Ormara Airport,no
PAJ,small_airport,Parachinar Airport,no
PJG,medium_airport,Panjgur Airport,no
PSI,medium_airport,Pasni Airport,no
PEW,medium_airport,Peshawar International Airport,yes
UET,medium_airport,Quetta International Airport,yes
RYK,medium_airport,Shaikh Zaid Airport,yes
RAZ,medium_airport,Rawalakot Airport,no
SBQ,small_airport,Sibi Airport,no
KDU,medium_airport,Skardu Airport,yes
SKZ,medium_airport,Sukkur Airport,yes
SYW,medium_airport,Sehwan Sharif Airport,no
SGI,medium_airport,Mushaf Air Base,no
SDT,medium_airport,Saidu Sharif Airport,no
SKT,medium_airport,Sialkot International Airport,yes
SUL,medium_airport,Sui Airport,no
RZS,small_airport,Sawan Airport,no
TLB,small_airport,Tarbela Dam Airport,no
BDN,small_airport,Talhar Airport,no
TFT,small_airport,Taftan Airport,no
TUK,medium_airport,Turbat International Airport,yes
WAF,small_airport,Wana Airport,no
PZH,medium_airport,Zhob Airport,yes
IQA,medium_airport,Al Asad Air Base,no
TQD,medium_airport,Al Taqaddum Air Base,no
BMN,small_airport,Bamarni Airport,no
BGW,large_airport,Baghdad International Airport / New Al Muthana Air Base,yes
OSM,medium_airport,Mosul International Airport,no
EBL,medium_airport,Erbil International Airport,yes
ORI,small_airport,Port Lions Airport,yes
KIK,medium_airport,Kirkuk Air Base,no
BSR,medium_airport,Basra International Airport,yes
NJF,medium_airport,Al Najaf International Airport,yes
RQW,medium_airport,Qayyarah West Airport,no
ISU,medium_airport,Sulaymaniyah International Airport,yes
XNH,medium_airport,Ali Air Base,no
